Country letter code,ISO code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
LBN,422,Lebanon,302263,309421,317310,325053,331509,335949,338057,338227,337322,336537,336712,338226,340820,343918,346660,348524,349249,349267,349555,351414,355679,362593,371657,382029,392585,402517,411767,420521,428534,435498,441188,445592,448880,451302,453278,455337,456875,458235,462399,472328,489774,516118,549612,585168,615966,637434,647777,648985,644905,641123,641560,647219,656636,668274,679682,689035,696049,701234,704501,705904,705503,699828,691957,682228,671102,658974
LSO,426,Lesotho,174103,177575,181220,185087,189234,193683,198468,201563,204652,207479,209867,211809,213360,214498,215227,215598,215530,215133,214885,215378,216974,219812,223636,227916,231931,235172,237549,239190,240086,240285,239842,238736,237030,234997,232984,231257,229867,228536,227790,227735,228440,229977,232304,235227,238474,241846,245294,248866,252583,256502,260659,265056,269664,274454,279380,284403,289506,294685,299936,305265,310680,314170,317425,320510,323512,326499
LBR,430,Liberia,243845,249531,255413,261548,267998,273084,278278,283527,289084,295288,302265,310295,319007,327108,332909,335317,334200,330248,324257,317363,310597,303646,296830,292453,293406,301432,317695,340900,367336,391941,411258,423995,431499,436197,441646,450290,462768,478025,494773,510843,525207,537581,548543,558676,568861,579718,591359,603584,616336,629489,642959,656773,670994,685606,700593,715944,731682,747823,764347,781216,798408,819842,841506,863436,885675,908256
LBY,434,Libya,339734,349837,360455,371624,377600,383766,390100,396635,403489,410796,418632,427017,435859,445013,454287,463550,472747,481905,491071,500320,509683,519073,528417,537787,547278,556908,566669,576393,585766,594405,602067,608641,614205,618947,623148,627000,630636,634677,639350,644299,649323,654399,659701,665452,671928,679286,687524,696506,706058,715951,725996,736140,746345,756484,766431,776113,785557,794843,804106,813532,823353,821843,819670,817286,815256,813995
LIE,438,Liechtenstein,2931,3014,3086,3154,3232,3328,3444,3575,3715,3855,3985,4105,4216,4321,4424,4527,4630,4732,4835,4942,5051,5167,5287,5403,5502,5576,5621,5639,5643,5648,5670,5710,5764,5823,5869,5894,5893,5870,5832,5789,5748,5709,5671,5634,5597,5559,5522,5484,5449,5418,5393,5371,5357,5346,5339,5336,5333,5333,5333,5332,5326,5344,5360,5373,5384,5393
LTU,440,Lithuania,536220,540324,543510,546028,548262,550509,552811,555129,557596,560356,563502,567054,570963,575133,579423,583696,587966,592154,595903,598758,594199,588321,581279,573423,565240,557091,549075,541107,533122,524974,516546,507862,498953,489702,479980,469728,458865,447509,436055,425033,414827,405589,397296,390054,383508,377404,371716,366501,361687,357196,352956,348887,344955,341208,337728,334561,331710,329113,326675,324274,321839,316935,311805,306453,300892,295158
LUX,442,Luxembourg,56333,56849,57389,57950,58538,59157,59810,60492,61180,61847,62469,63041,63573,64096,64650,65267,65953,66702,67522,68422,69405,70471,71612,72798,73994,75163,76320,77462,78537,79473,80234,80760,81071,81366,81905,82858,84313,86170,88177,89977,91316,92117,92466,92496,92412,92366,92386,92428,92494,92572,92652,92742,92847,92946,93007,93008,92940,92803,92588,92281,91872,92147,92365,92552,92739,92951
MDG,450,Madagascar,929915,957320,985710,1015149,1045736,1077549,1112086,1148009,1185288,1223876,1263766,1304998,1347680,1391953,1438000,1485991,1535935,1587912,1642231,1699282,1759325,1822499,1888677,1957524,2028545,2101350,2175980,2252497,2330551,2409705,2489721,2570442,2652194,2735829,2822541,2913293,3008426,3107956,3212135,3319582,3429180,3540744,3653965,3768336,3883256,3998152,4112736,4226583,4338813,4448393,4554500,4656775,4755110,4849238,4938907,5023922,5103642,5177986,5247918,5314845,5379595,5533857,5693136,5855996,6020389,6184788
MWI,454,Malawi,780786,800930,822038,844451,868598,894732,923711,955494,988422,1020183,1049497,1074098,1095321,1119698,1156186,1210395,1286085,1379167,1472328,1554094,1613157,1645178,1654731,1650405,1645002,1647861,1661649,1683776,1712000,1742233,1771570,1799781,1828464,1858646,1891847,1929221,1970958,2016784,2066852,2121262,2180074,2243667,2310882,2380957,2452839,2525686,2599096,2673020,2747349,2822047,2896948,2971655,3045777,3119115,3191526,3262822,3332637,3400488,3466019,3529018,3589435,3703734,3820354,3938866,4058694,4179412
MYS,458,Malaysia,1517968,1562805,1611668,1664056,1719190,1776442,1835827,1897376,1960497,2024493,2088937,2153525,2218548,2284928,2353940,2426474,2502782,2582536,2665322,2750511,2837601,2926595,3017502,3109837,3202978,3296441,3389809,3483081,3576632,3671013,3766448,3862886,3959802,4056391,4151695,4245121,4336132,4424977,4512913,4601792,4692921,4786389,4882482,4979712,5075883,5169291,5259223,5345781,5429004,5509166,5586265,5659637,5728401,5792020,5849961,5901558,5947090,5985737,6014508,6029600,6028604,6037517,6032098,6016032,5994531,5971604
MDV,462,Maldives,19006,19294,19591,19914,20284,20721,21227,21807,22320,22869,23440,24039,24668,25319,25985,26659,27343,28042,28765,29526,30336,31202,32128,33114,34159,35260,36407,37599,38865,40252,41778,43456,45257,47141,49039,50915,52758,54576,56366,58125,59965,61747,63463,65098,66638,68068,69380,70569,71637,72581,73407,74110,74690,75160,75531,75812,76004,76099,76081,75924,75612,75828,75937,75942,75850,75674
MLI,466,Mali,1058814,1070806,1084233,1098672,1113496,1128270,1142690,1159231,1176143,1194203,1213884,1235826,1259672,1283741,1305690,1324054,1337974,1348594,1358884,1373008,1393980,1423005,1459262,1501258,1546571,1593446,1641447,1691234,1743418,1798980,1858586,1922308,1989699,2060262,2133300,2208236,2285184,2361950,2438163,2512692,2584834,2654021,2720700,2786431,2853396,2923096,2995964,3071318,3148210,3225229,3301261,3375836,3448930,3520267,3589635,3656665,3720674,3780894,3836543,3886779,3930637,4067223,4209438,4357462,4511482,4671616
MLT,470,Malta,39570,40154,40727,41347,42106,43060,44249,45632,47098,48489,49686,50652,51419,52046,52620,53212,53822,54427,55050,55719,56442,57250,58121,58945,59569,59885,59838,59465,58859,58166,57501,56896,56332,55830,55393,55027,54756,54593,54497,54415,54305,54145,53949,53773,53694,53764,53997,54362,54807,55260,55666,56009,56288,56473,56533,56447,56197,55791,55252,54626,53944,53388,52793,52167,51507,50815
MHL,584,Marshall Islands,2311,2415,2534,2665,2799,2935,3067,3200,3336,3484,3648,3827,4020,4226,4448,4681,4929,5189,5451,5703,5938,6151,6342,6519,6689,6856,7018,7176,7334,7490,7603,7715,7823,7926,8018,8097,8169,8229,8256,8221,8105,7897,7613,7293,6996,6760,6597,6499,6447,6417,6395,6375,6364,6367,6391,6438,6512,6608,6713,6821,6920,7066,7201,7336,7475,7628
MTQ,474,Martinique,30490,29957,29285,28612,28120,27928,28077,28503,29106,29741,30307,30776,31178,31540,31903,32293,32710,33133,33539,33900,34202,34437,34614,34768,34936,35141,35388,35655,35895,36051,36132,36136,36075,35963,35822,35663,35489,35295,35071,34807,34493,34130,33726,33298,32875,32478,32121,31809,31551,31351,31217,31150,31161,31281,31548,31991,32624,33437,34392,35432,36510,36674,36812,36915,36991,37035
MRT,478,Mauritania,164763,169050,173529,178211,183110,188229,193574,199144,204272,209587,215093,220812,226737,232797,238901,244991,251047,257125,263348,269882,276853,284305,292231,300628,309475,318755,328448,338567,349163,360311,372047,384351,397132,410210,423350,436365,449203,461871,474342,486597,498638,510434,521994,533423,544858,556399,568077,579872,591760,603703,615672,627666,639703,651782,663910,676092,688322,700601,712945,725377,737908,754970,772320,789926,807744,825734
MUS,480,Mauritius,113445,117277,121423,125690,129949,134062,137983,141733,145314,148748,152052,155227,158270,161198,164033,166803,169501,172150,174845,177710,180827,184201,187787,191544,195406,199299,203234,207151,210811,213913,216249,217727,218397,218403,217966,217262,216326,215163,213885,212622,211468,210473,209638,208954,208393,207930,207562,207284,207049,206797,206471,206075,205589,204894,203846,202352,200353,197899,195156,192353,189657,188252,186969,185742,184458,183032
MYT,175,Mayotte,3520,3672,3833,4005,4183,4370,4565,4770,4994,5241,5518,5827,6171,6550,6964,7417,7904,8431,9000,9619,10294,11028,11815,12632,13455,14260,15042,15806,16565,17338,18141,18972,19826,20709,21630,22590,23595,24639,25593,26520,27395,28203,28954,29664,30361,31064,31773,32484,33205,33949,34723,35532,36374,37235,38101,38964,39819,40675,41554,42480,43469,44691,45976,47297,48615,49903
MEX,484,Mexico,7095514,7280179,7469498,7665736,7872058,8090538,8322969,8568265,8822271,9079212,9335546,9591172,9849286,10113862,10390297,10683282,10989408,11309339,11656027,12046192,12489066,12990055,13538119,14105780,14656027,15161933,15615287,16021628,16385105,16714659,17017555,17292534,17538694,17764479,17980749,18195446,18411332,18627081,18841261,19050801,19253036,19441659,19622196,19791092,19943862,20077249,20191364,20287011,20362846,20417419,20450570,20460875,20451153,20430678,20411810,20403496,20409341,20427111,20452598,20478752,20500073,20583199,20657908,20722075,20773521,20810583
FSM,583,Micronesia (Fed. States of),6732,6653,6473,6260,6116,6116,6282,6593,7000,7434,7846,8220,8570,8906,9244,9595,9959,10323,10692,11062,11433,11802,12166,12516,12847,13119,13366,13584,13753,13851,13862,13778,13613,13392,13146,12909,12687,12484,12308,12165,12066,12013,12009,12060,12168,12334,12558,12835,13153,13498,13856,14221,14591,14962,15329,15688,16039,16374,16681,16943,17146,17331,17454,17535,17594,17650
MNG,496,Mongolia,160230,163096,166392,170076,174076,178347,182881,187737,193021,198863,205364,212512,220273,228662,237695,247349,257674,268585,279746,290722,301210,311067,320402,329465,338634,348196,358197,366833,375726,384853,394176,403668,413296,422996,432687,442278,451739,460984,469808,477985,485362,491191,496053,499989,503046,505233,506560,507024,506613,505335,503256,500438,497038,493318,489577,486020,482644,479408,476397,473712,471373,472446,473920,475377,476239,476122
MNE,499,Montenegro,87954,89924,91811,93544,95040,96244,97094,97622,97976,98375,98967,99838,100317,100831,101134,101064,100541,99666,98682,97927,97624,97875,98566,99443,100145,100417,100170,99497,98556,97583,96751,96100,95568,95100,94598,94014,93348,92636,91884,91109,90319,89503,88663,87837,87074,86406,85848,85383,84963,84529,84033,83463,82829,82132,81387,80597,79769,78896,77969,76974,75904,75089,74194,73280,72425,71684
MSR,500,Montserrat,891,903,919,937,957,977,997,1017,1037,1054,1067,1085,1099,1110,1120,1127,1131,1134,1136,1141,1154,1177,1209,1235,1234,1193,1104,975,828,696,600,553,545,565,591,611,619,621,618,614,615,620,625,631,635,635,631,624,615,606,601,598,599,602,606,610,613,618,622,625,627,625,622,619,616,617
MAR,504,Morocco,2479714,2530642,2558961,2587904,2619365,2654649,2694018,2736940,2782957,2831420,2881904,2934346,2988884,3045540,3104353,3165275,3228463,3293728,3360292,3427157,3493702,3559132,3623740,3689187,3757680,3830351,3907667,3987998,4067828,4142540,4208877,4265517,4313250,4353559,4388818,4414199,4438226,4460340,4480232,4497420,4511781,4523804,4534196,4543392,4551822,4559909,4567785,4575787,4584633,4595094,4607546,4622090,4638232,4654973,4670975,4685192,4697521,4708058,4716300,4721718,4724207,4717879,4707344,4695329,4685431,4680269
MOZ,508,Mozambique,1680641,1713485,1746903,1782543,1822630,1868482,1920559,1977529,2036663,2094205,2147205,2190014,2229634,2261878,2281437,2285842,2271034,2241428,2213159,2207893,2240123,2316246,2429256,2563715,2697422,2814378,2910094,2989175,3055789,3117260,3178975,3241349,3302463,3362728,3422358,3481637,3541165,3601578,3661202,3720477,3779609,3838753,3898237,3958596,4020371,4083834,4148836,4215101,4282525,4351127,4421012,4492237,4564654,4638055,4712151,4786826,4862268,4938735,5016102,5094061,5172421,5337226,5506280,5679157,5855400,6034650
MMR,104,Myanmar,3965717,4056305,4156611,4265026,4343141,4422699,4503185,4585154,4669251,4756493,4847577,4942557,5041105,5143074,5248198,5356244,5467021,5580456,5696537,5815312,5936735,6059601,6183349,6309137,6438576,6572006,6710323,6850938,6986593,7107955,7208769,7286614,7344093,7386359,7420978,7453576,7485338,7515142,7544425,7577010,7612650,7651974,7694918,7739556,7783273,7824164,7861513,7895647,7927064,7956693,7985135,8012375,8037965,8061560,8082737,8101163,8117162,8130827,8141528,8148444,8151241,8105226,8051592,7993381,7934596,7878214
NAM,516,Namibia,101601,103210,104980,106739,108257,109393,110155,110652,110982,111278,111676,112106,112646,113719,115850,119344,124348,130602,137502,144251,150299,155425,159790,163699,167605,171780,176339,181062,185499,189063,191393,192386,192301,191579,190808,190403,190446,190973,192173,193999,196411,199440,203105,207319,211973,216993,222365,228125,234299,240934,248065,255708,263858,272522,281697,291386,301590,312309,323567,335385,347772,353626,359339,364858,370123,375083
NRU,520,Nauru,927,956,984,1012,1039,1067,1094,1121,1149,1178,1211,1246,1284,1324,1367,1413,1458,1505,1553,1599,1646,1691,1735,1774,1806,1829,1841,1843,1840,1832,1826,1822,1818,1816,1809,1799,1786,1768,1741,1713,1687,1662,1639,1618,1599,1582,1568,1557,1547,1538,1528,1517,1506,1494,1482,1471,1460,1448,1440,1429,1420,1419,1416,1416,1415,1414
NPL,524,Nepal,2282934,2327662,2367439,2407872,2449266,2491885,2535746,2580892,2627659,2676463,2727610,2780670,2835476,2892845,2953853,3018916,3090775,3168624,3245297,3311027,3360094,3386505,3395514,3406080,3444225,3527202,3663544,3844010,4046438,4239306,4400341,4522644,4614114,4685320,4752749,4828522,4914055,5005856,5105285,5213166,5329820,5456608,5590342,5726735,5860045,5985914,6102537,6210258,6309500,6401456,6486793,6565079,6635058,6695598,6745405,6783551,6809587,6823268,6824005,6811142,6783859,6851069,6910289,6960827,7001902,7033059
NLD,528,Netherlands,2101696,2124843,2146951,2168878,2191873,2216755,2243618,2271996,2301440,2331348,2361294,2391037,2420636,2450328,2480457,2511151,2542094,2572790,2602926,2632163,2660054,2686910,2712185,2733629,2748345,2754469,2750987,2738983,2721252,2701715,2683148,2666466,2650828,2635120,2617565,2596942,2573193,2546962,2516581,2484796,2452021,2418404,2384052,2349316,2314627,2280385,2246874,2214336,2183057,2153303,2125314,2099016,2074551,2052574,2033908,2018997,2008164,2000875,1995665,1990565,1984166,1982505,1979074,1974240,1968694,1962954
NLD,530,Netherlands Antilles,16261,16600,16992,17419,17864,18312,18755,19202,19665,20175,20747,21384,21837,22306,22760,23177,23539,23845,24107,24336,24543,24743,24924,25009,24912,24579,23993,23205,22312,21447,20704,20104,19626,19300,19117,19065,19145,19352,19646,19979,20315,20650,20982,21279,21496,21611,21600,21480,21310,21179,21149,21247,21456,21754,22101,22468,22852,23261,23688,24123,24556,24484,24381,24266,24158,24073
NCL,540,New Caledonia,8440,8826,9267,9740,10204,10633,11018,11368,11688,11991,12288,12580,12869,13156,13451,13756,14074,14407,14767,15166,15614,16115,16663,17247,17846,18447,19042,19172,19273,19349,19404,19436,19442,19410,19327,19235,19140,19052,18973,18912,18869,18845,18844,18873,18945,19071,19256,19502,19803,20150,20539,20969,21446,21983,22600,23309,24117,25021,26021,27114,28295,28591,28888,29179,29451,29695
NZL,554,New Zealand,349069,357021,366456,376520,386008,394096,400385,405251,409591,414707,421506,430342,440844,452335,463800,474520,484159,492367,500309,508852,518546,529693,541895,554168,565154,573933,580046,583912,586566,589495,593724,599643,606803,614371,621125,626200,629367,630976,631386,631190,630848,630437,629880,629312,628863,628633,628753,629248,629980,630730,631354,631769,632073,632520,633458,635120,637584,640711,644236,647797,651112,655268,659152,662714,665915,668742
NIC,558,Nicaragua,306702,315495,324180,333319,342953,353099,363781,374949,386455,398112,409780,421461,433209,445020,456913,468934,481035,493307,506095,519846,534859,551194,568707,587219,606470,626218,646466,667125,687745,707760,726775,744610,761396,777429,793177,809009,824938,840924,856981,873362,890220,907647,925500,943388,960785,977302,992848,1007496,1021200,1033934,1045676,1056341,1065910,1074501,1082292,1089407,1095899,1101721,1106753,1110841,1113907,1120387,1125727,1130131,1133895,1137217
NER,562,Niger,910741,930261,950755,972265,994775,1018284,1042880,1068654,1094726,1121934,1150277,1179791,1210526,1242517,1275804,1310426,1346418,1383823,1422716,1463171,1505240,1549000,1594473,1641573,1690186,1740260,1791811,1844990,1900079,1957469,2017484,2080424,2146386,2215261,2286795,2360855,2437477,2513996,2592194,2672542,2755339,2840588,2928081,3017656,3109117,3202277,3297042,3393244,3490602,3588781,3687469,3786385,3885317,3983935,4081844,4178566,4273525,4366196,4455934,4542058,4623787,4820343,5025799,5240660,5465503,5700782
NGA,566,Nigeria,9987178,10186792,10390749,10605390,10839111,11097261,11383956,11695901,12022037,12346784,12659462,12956021,13241385,13524868,13820179,14137484,14479743,14844656,15230819,15635105,16055259,16403856,16763950,17135597,17519123,17914552,18321869,18740148,19167498,19601562,20040693,20484633,20933800,21388184,21847956,22313446,22785098,23263517,23749462,24220170,24691417,25163225,25635973,26110796,26589017,27071408,27558119,28048565,28541818,29036653,29532179,30027971,30524204,31021317,31519970,32020602,32523089,33027288,33533743,34043375,34557071,35568862,36616657,37701934,38826260,39990654
NOR,578,Norway,578753,579183,579848,580958,582803,585576,589312,593924,599313,605345,611900,618906,626327,634115,642224,650576,659083,667603,675922,683799,691030,697608,703477,708341,711852,713797,714100,712954,710777,708143,705509,702955,700508,698498,697294,697121,698138,700217,702524,704942,707048,708718,710035,711041,711849,712533,713117,713548,713734,713561,712978,711931,710534,709106,708065,707702,708127,709240,710849,712667,714472,718353,722157,725856,729443,732909
OMN,512,Oman,113544,116790,120293,124135,128410,133182,138445,144162,150318,156882,163806,171117,178740,186397,193721,200457,206586,212220,217410,222258,226906,231273,235523,240334,241796,244821,249328,254804,260632,266216,271290,276164,281089,285803,290997,295883,300017,303832,308884,317149,329753,347100,368180,391034,413137,432805,449587,464040,476754,488629,500225,511574,522248,531761,539445,544831,547848,548671,547380,544135,539159,533820,526769,518707,510534,502939
PAK,586,Pakistan,9327018,9557427,9798092,10054407,10333104,10639232,10973895,11336536,11728200,12149484,12599922,13080205,13528549,13991870,14460128,14925768,15388847,15850398,16305532,16748505,17176741,17585740,17980610,18379900,18808451,19283290,19810582,20383661,20990775,21614417,22241762,22869075,23499398,24134920,24780156,25438155,26109218,26790779,27495826,28201325,28903745,29600439,30291244,30978134,31664236,32350684,33036467,33716996,34385065,35031540,35648890,36233400,36782538,37291158,37753182,38162885,38514085,38803323,39030058,39195444,39299328,39797986,40270930,40712434,41114707,41472789
PLW,585,Palau,1266,1280,1300,1320,1334,1338,1325,1301,1278,1272,1295,1347,1426,1524,1613,1686,1733,1763,1785,1820,1877,1961,2062,2178,2297,2410,2517,2620,2711,2782,2830,2852,2850,2829,2794,2751,2702,2646,2592,2547,2516,2503,2507,2525,2554,2588,2629,2677,2729,2784,2840,2896,2952,3010,3072,3138,3210,3285,3362,3436,3499,3545,3581,3605,3618,3617
PAN,591,Panama,201250,207120,213260,219693,226444,233524,240943,248685,256707,264948,273360,281917,290621,299497,308583,317902,327456,337214,347106,357043,366965,376826,386632,396436,406311,416304,426426,436623,446796,456814,466575,476043,485233,494168,502896,511451,519837,528038,536049,543853,551447,558741,565777,572600,579275,585846,592335,598719,604951,610960,616700,622163,627371,632356,637163,641823,646351,650750,655034,659213,663295,669344,675244,680959,686439,691650
PNG,598,Papua New Guinea,381320,390995,401189,411871,422998,434548,446507,458906,471834,485403,499707,513689,528392,543753,559677,576107,592981,610354,628420,647447,667594,688906,711252,734397,758035,781924,806023,830338,854762,879170,903473,927614,951609,975549,999579,1023816,1048294,1072642,1096960,1121291,1145654,1169975,1194215,1218438,1242750,1267174,1291753,1316307,1340377,1363362,1384847,1404622,1422804,1439694,1455750,1471276,1486334,1500753,1514303,1526658,1537581,1566930,1596143,1625323,1654649,1684217
PRY,600,Paraguay,281101,289033,297480,306765,316473,326571,337020,347877,359318,371585,384842,399150,414420,430473,447041,463912,481018,498365,515892,533554,551321,569179,587115,605103,623114,641141,659174,677256,695501,714054,733039,752467,772356,792846,814107,835930,858421,881509,905023,928715,952389,975977,999463,1022774,1045834,1068581,1090894,1112711,1134111,1155220,1176084,1196675,1216807,1236162,1254336,1271006,1286077,1299508,1311112,1320686,1328107,1342741,1355911,1367937,1379262,1390228
PER,604,Peru,1761036,1814682,1870875,1922174,1975381,2030391,2087131,2145584,2205749,2267651,2331270,2396535,2463316,2531457,2600775,2671109,2742359,2814425,2887155,2960387,3033972,3107585,3181085,3254718,3328860,3403624,3479149,3554868,3629347,3700717,3767665,3829883,3887787,3941748,3992409,4040395,4085542,4128113,4169115,4211416,4256403,4304642,4355629,4408333,4461192,4513025,4563544,4612891,4660810,4707092,4751549,4794120,4834642,4872743,4907970,4940051,4968647,4993959,5016919,5038820,5060543,5089737,5118046,5144615,5168192,5187889
PHL,608,Philippines,4613434,4769715,4937348,5116167,5305650,5505297,5715096,5934919,6163948,6401126,6645551,6884269,7128637,7378279,7632883,7892039,8155593,8422970,8692880,8963768,9234589,9503992,9772187,10041525,10315384,10595769,10884173,11178698,11473865,11762154,12038411,12300716,12551392,12794818,13037493,13284405,13536796,13794005,14056862,14324441,14594537,14867601,15143571,15421223,15698791,15974824,16248084,16518218,16785613,17051101,17314781,17576346,17833812,18083595,18321225,18543323,18748383,18936300,19106803,19259960,19395534,19677533,19951304,20216256,20471733,20717433
POL,616,Poland,5434946,5515180,5585826,5650306,5714380,5782055,5853885,5927632,6001239,6032832,6059196,6080917,6099101,6113191,6122305,6126041,6122871,6113750,6103414,6098101,6101524,6115226,6136066,6157379,6170253,6168534,6150354,6117831,6073896,6023158,5969240,5913199,5854842,5796475,5739361,5684603,5632574,5584273,5542026,5508557,5485445,5473239,5470469,5473990,5479434,5483159,5484149,5481793,5473348,5455769,5426861,5385536,5332025,5267265,5192951,5110641,5021141,4925070,4823725,4718499,4610824,4503445,4393892,4285320,4181569,4085535
PRT,620,Portugal,1483130,1487828,1500133,1517664,1536859,1555054,1571513,1586787,1601021,1614738,1628290,1641741,1639541,1636213,1631344,1624839,1616448,1606722,1597316,1590287,1586901,1587575,1591506,1597197,1602637,1606413,1608080,1607973,1606439,1604092,1601312,1598158,1592586,1586256,1578575,1569155,1558006,1545331,1531181,1515618,1498716,1480370,1460697,1440235,1419691,1399553,1380052,1361032,1342101,1322676,1302365,1281133,1259213,1236816,1214255,1191826,1169613,1147745,1126658,1106865,1088761,1071932,1056470,1042465,1029959,1018934
PRI,630,Puerto Rico,351088,357276,366595,377861,389284,399569,408477,416395,423419,429806,435770,441177,445980,450590,455548,461201,467723,474898,482203,488911,494502,498794,501944,504193,505923,507391,508695,509706,510208,509892,508570,506126,502907,499232,495529,492114,489099,486430,484047,481839,479717,477689,475800,474052,472441,470968,469623,468401,467306,466348,465529,464858,464311,463804,463229,462502,461584,460493,459274,458006,456744,453437,450011,446503,442955,439392
QAT,634,Qatar,11125,11748,12382,13126,14113,15440,17129,19150,21485,24091,26929,29997,33271,36644,39982,43188,46225,48755,51096,53267,55294,57220,59074,60863,62581,64238,65910,67693,69663,71920,74601,77580,80996,85536,92048,101025,112610,126327,141214,156018,169839,182475,194070,204525,213815,221937,228776,234332,238864,242706,246070,248972,251296,252954,253822,253819,253032,251500,249045,245436,240565,235641,229662,223121,216680,210861
KOR,410,Republic of Korea,4584395,4654517,4726260,4802096,4885388,4978268,5080740,5191279,5308626,5431178,5557616,5687531,5820322,5954401,6087999,6219796,6349292,6476242,6599889,6719282,6833456,6942102,7044725,7139968,7226320,7302862,7368710,7424276,7471514,7513068,7550490,7584438,7613543,7634748,7643837,7637751,7615447,7579599,7531164,7472443,7405717,7331931,7251492,7165592,7075201,6981071,6883669,6783772,6682704,6581972,6482757,6385284,6289744,6197141,6108671,6024999,5947332,5874899,5804148,5730421,5650933,5568493,5479353,5388497,5302954,5227500
MDA,498,Republic of Moldova,633955,642967,651276,658994,666337,673478,680328,686839,693295,700065,707707,716104,725076,733961,741849,748120,752404,754969,756605,758436,761192,765152,769853,774381,777461,778167,776354,772316,766130,758002,748189,736568,723374,709690,696929,686112,677460,670745,665430,660656,655804,650754,645712,640750,636006,631539,627375,623359,619139,614240,608315,601147,592814,583590,573907,564045,554026,543668,532815,521267,508894,500385,491366,481592,470735,458633
REU,638,Réunion,57835,59018,59915,60634,61351,61478,61720,62064,62584,63355,64422,65815,67495,69326,71133,72795,74258,75565,76801,78096,79534,81121,82798,84512,86184,87749,89215,90575,91735,92586,93055,93106,92783,92196,91495,90776,90067,89337,88678,88027,87347,86647,85962,85318,84750,84290,83938,83712,83690,83963,84600,85632,87037,88757,90702,92804,95044,97431,99943,102562,105269,105956,106538,107006,107349,107567
ROU,642,Romania,3872064,3908354,3934153,3952379,3967845,3983956,4001859,4020054,4011363,3997430,3976625,3948983,3916686,3882587,3849914,3820657,3793782,3768497,3747204,3733628,3730409,3739881,3760314,3785522,3806612,3817071,3814661,3801339,3779809,3754490,3728674,3703085,3676850,3649786,3621269,3590953,3557786,3522300,3487584,3458002,3436358,3425094,3418986,3414964,3402970,3375995,3331167,3271274,3201838,3131048,3064784,3004854,2949416,2896328,2842102,2784379,2722498,2657947,2593045,2531033,2474131,2426427,2383251,2342059,2299113,2252000
RUS,643,Russian Federation,23632032,23823663,24010373,24181192,24324517,24433729,24495646,24514289,24521203,24560538,24661017,24844541,25094688,25356098,25550802,25627381,25557250,25369677,25141061,24979792,24732453,24656136,24715748,24850937,24975211,25026776,24989871,24882559,24718441,24521817,24310181,24083063,23833328,23564232,23279486,22982110,22676048,22362315,22038286,21700404,21348262,20963436,20585036,20225167,19898685,19614824,19379764,19188118,19022653,18858493,18677410,18471499,18245421,18008637,17776503,17559771,17359565,17170608,16989956,16813425,16638074,16379331,16117967,15849886,15569175,15273458
RWA,646,Rwanda,564657,580678,596199,611491,627055,643232,660108,677478,695069,712511,729592,745456,760182,775467,793582,815632,843816,876537,906809,925401,926817,907576,872232,832929,806001,802305,825861,871570,929938,987460,1034740,1069208,1094235,1113703,1133682,1158465,1189048,1223737,1260920,1298056,1333358,1364192,1394360,1425087,1457923,1493788,1532748,1574239,1617758,1662666,1708573,1755499,1803615,1852906,1903366,1954970,2007784,2061781,2116707,2172253,2228277,2279992,2330657,2380623,2430373,2480359
KNA,659,Saint Kitts and Nevis,2226,2183,2185,2219,2259,2288,2301,2302,2298,2303,2324,2386,2463,2552,2641,2729,2811,2890,2971,3060,3162,3280,3411,3553,3699,3848,3996,4143,4295,4461,4645,4852,5076,5305,5521,5711,5869,5999,6110,6210,6312,6415,6520,6624,6733,6845,6962,7084,7209,7330,7445,7552,7654,7749,7837,7918,7993,8062,8124,8178,8228,8221,8209,8193,8177,8165
LCA,662,Saint Lucia,11982,12031,12140,12284,12433,12562,12663,12747,12841,12982,13195,13490,13850,14252,14654,15032,15375,15692,16001,16320,16669,17047,17448,17859,18264,18650,19013,19355,19687,20026,20380,20752,21093,21434,21754,22037,22280,22486,22661,22809,22937,23044,23132,23208,23283,23362,23453,23553,23661,23778,23900,24027,24161,24303,24456,24623,24804,24998,25199,25396,25582,25537,25463,25367,25272,25187
VCT,670,Saint Vincent and the Grenadines,9926,10044,10206,10403,10623,10860,11107,11362,11633,11923,12235,12513,12808,13097,13353,13560,13705,13798,13863,13935,14042,14192,14377,14578,14765,14917,15029,15108,15168,15230,15311,15410,15521,15624,15708,15760,15778,15767,15732,15672,15591,15491,15372,15248,15131,15037,14969,14925,14898,14878,14858,14836,14811,14789,14767,14748,14732,14717,14702,14686,14670,14636,14598,14556,14521,14491
SPM,666,Saint-Pierre-et-Miquelon,678,696,716,736,758,778,797,816,833,850,865,879,894,903,915,929,944,964,981,996,1010,1021,1030,1035,1037,1037,1033,1027,1019,1010,1001,995,989,982,975,965,952,936,920,905,894,889,886,885,883,879,870,859,846,835,824,817,810,805,802,799,795,794,791,788,784,781,777,772,768,766
