Country letter code,ISO code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
SRB,688,Serbia,1487324,1504731,1518465,1528996,1537757,1545479,1551388,1556082,1559606,1562045,1563638,1564665,1553208,1541967,1531026,1520570,1510785,1500587,1492051,1488024,1489834,1497324,1510951,1525578,1533813,1531049,1515821,1488015,1451404,1411661,1372650,1339143,1307851,1279371,1254220,1232666,1217069,1204341,1193070,1181168,1167169,1152914,1137077,1120896,1104976,1089653,1075670,1062516,1049640,1036736,1023606,1010583,997447,984276,971288,958672,946853,935218,924093,913970,905125,896674,888981,881539,873430,864050
SYC,690,Seychelles,5175,5259,5358,5473,5608,5763,5933,6123,6322,6521,6717,6903,7093,7283,7469,7650,7760,7847,7869,7892,7933,8225,8551,8904,9266,9629,9889,10146,10396,10627,10836,11231,11607,11953,12257,12515,12458,12356,12234,12107,11987,11877,11789,11706,11620,11528,11446,11367,11291,11217,11144,11095,11039,10986,10943,10916,10906,10911,10930,10958,10994,10937,10882,10828,10781,10740
SLE,694,Sierra Leone,500406,506259,513008,520559,528896,538011,545306,553882,563425,573584,584186,592981,602247,612547,624630,638761,649701,662708,675441,685284,690998,686831,678806,669236,660730,654968,649914,648399,651493,660416,675451,697356,727055,760760,794060,824344,847204,866350,883342,900329,918633,935348,953401,972393,992489,1012635,1032693,1052607,1072532,1092770,1113373,1132201,1151544,1171101,1190471,1209455,1227510,1245170,1262252,1278654,1294243,1324815,1355744,1386925,1418243,1449630
SGP,702,Singapore,271255,279570,288233,297345,306962,317052,326341,336624,347876,359954,372846,388019,403615,419400,435314,451245,464320,479255,496358,515507,536386,557164,577498,596663,614223,630034,638732,647158,655708,664347,672821,681500,690486,699170,707684,716491,726060,734698,742583,749758,756149,759852,762116,763263,763768,763937,764787,765527,765693,764601,761869,758002,752747,746578,740167,733976,729160,724668,720464,716479,712708,707243,701619,696057,690810,685940
SVK,703,Slovakia,769106,779265,785816,790273,795428,802900,811204,822140,834349,845963,856024,856023,855063,853304,851105,848692,847097,844642,841882,839356,837242,834806,832677,830580,828315,825763,822229,818701,814521,808848,801283,792829,782405,770815,759195,748187,737322,727048,717352,708059,699024,689539,681035,673851,667737,662704,659316,656809,654444,651752,648240,643775,638456,632192,624915,616686,607980,598254,588105,578391,569685,556948,544735,533022,521635,510504
SVN,705,Slovenia,254400,256530,257917,258886,259963,261401,261992,263106,264728,266718,268981,272902,277022,281214,285487,289957,293689,297604,301611,305495,309038,310677,307737,304332,300770,297278,294250,291396,288564,285505,282068,278111,273761,269156,264560,260164,255865,251640,247459,243214,238782,233990,229650,225528,221520,217615,214203,210774,207463,204459,201834,199682,197820,196068,194151,191909,189426,186614,183658,180839,178350,174677,171164,167837,164713,161828
SLB,90,Solomon Islands,23833,24479,25109,25730,26377,27081,28034,29071,30189,31324,32449,33476,34487,35508,36588,37750,38970,40246,41588,42995,44463,45850,47329,48890,50535,52264,54007,55857,57802,59821,61903,64131,66405,68706,71020,73321,75547,77815,80098,82367,84621,86355,88034,89659,91248,92814,94471,96101,97683,99177,100560,101942,103191,104335,105409,106437,107459,108431,109346,110203,111002,113164,115382,117641,119935,122256
SOM,706,Somalia,536021,539736,542238,549498,568796,603539,662505,738803,820472,893422,949509,972136,973514,959552,944704,935951,931873,934557,940539,945415,946831,939084,929783,921925,918880,922275,932918,951463,974903,1000105,1025152,1045298,1066671,1088953,1111752,1135054,1158053,1179729,1201481,1224534,1249445,1271304,1295996,1323235,1352328,1382965,1415732,1450207,1486264,1524082,1563510,1600860,1640584,1682032,1724341,1767119,1809212,1852069,1895687,1940287,1985947,2051966,2120379,2191111,2264024,2339026
ZAF,710,South Africa,2558580,2622375,2694266,2772720,2855668,2942056,3024886,3112213,3203851,3299622,3399388,3463931,3530075,3597619,3666471,3736322,3797274,3859728,3925451,3996948,4075959,4177683,4287116,4399430,4508419,4609508,4689894,4755366,4808084,4851274,4887392,4896611,4905252,4914047,4922820,4930828,4926351,4920135,4912249,4902781,4891530,4880632,4880691,4892694,4914955,4946915,4983918,5026816,5077971,5141180,5218038,5296397,5387163,5490855,5607023,5735527,5874820,6025298,6186187,6356189,6534771,6564701,6588591,6608030,6624741,6640152
SSD,728,South Sudan,638802,648809,660734,674250,688015,702792,715852,730037,745899,764250,785368,806124,829870,854903,879102,901156,916570,929392,938480,942773,942147,926295,906308,887728,876927,877469,895222,927845,970122,1016027,1061766,1102778,1144678,1188681,1236330,1288602,1344132,1403836,1467814,1535499,1606659,1678279,1753215,1828776,1901648,1969982,2028093,2080011,2127973,2174953,2222756,2267876,2313746,2359622,2404393,2447404,2486408,2523713,2559402,2593723,2626672,2697858,2770971,2845580,2921034,2996899
ESP,724,Spain,5065600,5077399,5082884,5084843,5086939,5091067,5090922,5093980,5098415,5101845,5103608,5105498,5108518,5114554,5127058,5148478,5187737,5232346,5281694,5333646,5385881,5445197,5506456,5567814,5626825,5682306,5738995,5792801,5847788,5910279,5983966,6091844,6211914,6337354,6458399,6566657,6643519,6708273,6754689,6776384,6769979,6697977,6593358,6468262,6334491,6200894,6096248,5988480,5878232,5764704,5646459,5522297,5397242,5270802,5142434,5013405,4889556,4764640,4644923,4538780,4450678,4381436,4329479,4292110,4264704,4244363
LKA,144,Sri Lanka,1712268,1760573,1810913,1863865,1917799,1971943,2026843,2079872,2131926,2184753,2238998,2287974,2338663,2390636,2443325,2496928,2559416,2624233,2689914,2754473,2816363,2879887,2937664,2990344,3039124,3084673,3130728,3170325,3204959,3236330,3265962,3299443,3334096,3367911,3398473,3423962,3440339,3452416,3459837,3462899,3462753,3471045,3475411,3475733,3471722,3463318,3459848,3450292,3436254,3419939,3402472,3388340,3373512,3356224,3333774,3304903,3277929,3244818,3206699,3165609,3122880,3108835,3093867,3078050,3061499,3044445
PSE,275,State of Palestine,156964,159263,163753,169568,175731,181640,186869,191780,196717,202127,208275,214864,222418,230694,239338,248164,257547,267146,277237,288177,300107,312988,326845,341734,357785,375024,393171,413058,425792,437091,446365,453232,457602,460786,464289,468861,474906,481622,491512,502361,513883,525622,538269,551663,565733,580487,595881,612079,628866,646003,663335,681024,698898,716776,734401,751592,768420,784696,800591,816355,832120,854571,877128,899759,922392,944954
SDN,729,Sudan,1640665,1688962,1740596,1795702,1847706,1903138,1959149,2019486,2083724,2151529,2222711,2293462,2369138,2448388,2529699,2612599,2690358,2769810,2855878,2954304,3067761,3200504,3349046,3504755,3657569,3801459,3917089,4022358,4122245,4222849,4328453,4435965,4548526,4665310,4785823,4909499,5027538,5151939,5280292,5404626,5524780,5637423,5745102,5850905,5959054,6071484,6185251,6304200,6425358,6544882,6660285,6768102,6872783,6973785,7070898,7163969,7250084,7332733,7411751,7487100,7558713,7748210,7940484,8135320,8332676,8532340
SUR,740,Suriname,44846,44946,44664,44107,43457,42869,43456,44174,45008,45878,46698,47786,48699,49531,50416,51419,52312,53558,55005,56450,57778,59053,60219,61290,62320,63349,64431,65463,66425,67258,67904,68843,69583,70179,70737,71353,71958,72607,73270,73859,74303,74648,74844,74954,75074,75263,75478,75778,76120,76436,76684,76956,77162,77345,77580,77910,78379,78941,79535,80066,80472,80852,81104,81237,81272,81227
SWZ,748,Swaziland,48191,49347,50602,51947,53375,54882,56384,58016,59749,61548,63407,65434,67533,69821,72436,75445,78979,82993,87258,91486,95490,97468,99049,100417,101811,103419,106006,108750,111099,113264,115101,115953,116320,116451,116677,117228,118684,120567,122907,125482,128176,130852,133691,136630,139624,142668,145405,148168,151009,154006,157214,160663,164238,167958,171826,175845,180065,184338,188666,193050,197494,201364,205169,208878,212441,215842
SWE,752,Sweden,1184898,1185031,1183231,1180566,1178564,1178153,1180184,1183917,1188955,1194553,1200199,1205451,1209855,1214093,1218909,1224516,1231234,1238548,1245807,1252070,1256666,1258495,1259315,1258315,1254873,1248925,1239017,1227368,1214910,1202689,1191502,1185814,1179589,1174010,1170363,1168931,1166520,1167203,1169823,1172990,1176195,1179414,1183314,1188230,1192800,1195658,1193166,1187337,1180017,1173705,1169808,1166840,1166004,1166960,1169019,1171822,1175562,1180236,1185771,1192063,1198998,1204535,1209853,1214935,1219715,1224136
CHE,756,Switzerland,979577,986262,991493,995295,997847,999317,997197,992991,988215,984465,982594,985322,990247,996892,1004658,1013074,1020446,1029188,1038829,1048732,1058464,1069243,1080407,1091001,1100056,1106949,1105922,1102318,1097399,1092771,1089522,1088471,1089177,1091539,1095180,1099635,1102077,1105230,1108797,1112280,1115088,1115401,1116017,1116638,1116991,1116937,1110344,1102631,1094806,1088252,1083776,1078874,1075663,1073860,1072842,1072210,1071506,1071072,1070722,1070116,1069033,1065887,1061698,1056990,1052524,1048830
SYR,760,Syrian Arab Republic,901632,926368,952486,979818,1008336,1037971,1065450,1094266,1124339,1155532,1187949,1224614,1262996,1303146,1345386,1389949,1435152,1482535,1532254,1584569,1639777,1701058,1765377,1832737,1902802,1975097,2051946,2128861,2204330,2276607,2344311,2385451,2422745,2462303,2511600,2575166,2691738,2823961,2952824,3053416,3106231,3024437,2885088,2717773,2558301,2428837,2455373,2524746,2628001,2750864,2881247,3045500,3214993,3381114,3535479,3672893,3775457,3859580,3926792,3978862,4017346,4073785,4117640,4153361,4186800,4221704
TJK,762,Tajikistan,427364,441073,453765,465774,478160,491741,504550,519595,536930,556091,575937,596454,617554,639266,661644,684554,706978,729852,753002,776607,800749,819959,840817,862272,882781,901838,922580,941128,959424,980276,1005174,1033477,1065782,1101228,1138112,1175343,1215202,1254824,1293813,1331880,1368693,1401647,1432318,1460618,1488107,1515983,1538920,1565312,1592239,1616447,1636665,1658405,1675590,1689711,1702865,1715867,1728620,1739955,1750044,1758817,1766063,1797237,1829206,1860734,1889941,1915647
THA,764,Thailand,5357097,5483516,5628117,5785932,5949929,6116298,6283338,6449527,6618153,6794321,6980538,7193963,7410229,7630694,7856341,8087294,8344274,8603217,8855371,9090213,9299931,9440461,9556112,9655493,9752077,9856371,10085726,10321432,10553333,10765488,10944247,11033810,11100179,11136374,11138472,11107247,11105584,11064257,10996403,10917014,10833716,10722316,10616903,10511839,10399760,10276502,10151947,10021142,9885145,9745691,9604366,9477822,9348615,9218244,9088023,8958183,8838512,8719702,8602924,8489995,8382051,8283435,8187656,8092908,7996360,7895795
MKD,807,The former Yugoslav Republic of Macedonia,287765,293147,298107,302739,307254,311845,318299,324452,330116,335168,339512,343479,346826,349723,352351,354851,356570,358213,359526,360238,360252,360721,360360,359694,359484,358224,358413,360019,362265,364053,364720,364677,363375,361240,358985,357042,355486,354265,353255,352179,350871,349797,348339,346620,344668,342495,339836,337049,334123,331023,327802,324772,321600,318214,314525,310455,306175,301529,296496,291051,285189,281519,277458,273162,268853,264673
TLS,626,Timor-Leste,99064,101578,104471,107202,109144,109963,108040,105455,102990,101554,101764,104085,107274,111011,114984,118933,120676,122996,125888,129192,132852,137786,142675,146941,149957,151287,145427,137368,128421,120080,113218,114675,118319,123335,125896,127669,130668,132914,134557,135932,136734,136143,134788,133057,131434,130120,128374,127622,127409,127106,126490,127067,127189,127226,127759,129054,131154,134041,137559,141368,145308,149232,152907,156475,160217,164297
TGO,768,Togo,374974,384012,391733,398658,405485,412717,418601,425012,432439,441432,452262,464730,479622,496153,513436,530939,547008,563328,580022,597321,615386,631999,649473,667758,686777,706545,727389,749027,771518,794943,819291,843553,868681,894624,921308,948662,974979,1002320,1030407,1058996,1088026,1116454,1145238,1174163,1202985,1231538,1259432,1286827,1313864,1340774,1367616,1393407,1419053,1444359,1469066,1492994,1515803,1537693,1558475,1577978,1596009,1637209,1679399,1722401,1766008,1810097
TKL,772,Tokelau,178,175,173,173,175,174,175,173,171,170,170,173,177,183,187,188,191,190,188,185,182,178,176,173,175,176,175,175,174,171,168,166,162,156,151,145,139,135,131,128,127,129,135,140,146,150,155,158,160,162,165,166,166,167,168,171,174,179,185,190,195,200,202,206,209,210
TON,776,Tonga,9849,10003,10120,10216,10310,10411,10635,10813,10975,11124,11254,11190,11130,11073,11022,10983,10997,11057,11137,11210,11263,11433,11524,11551,11546,11520,11503,11518,11543,11553,11535,11801,12057,12308,12552,12781,12895,12978,13037,13087,13133,13072,13010,12941,12866,12790,12853,12923,12999,13069,13128,13222,13295,13362,13438,13529,13670,13830,13999,14166,14326,14550,14764,14972,15184,15406
TTO,780,Trinidad and Tobago,110137,112802,115266,117723,120452,123539,126634,130176,134024,137950,141857,146070,150119,153947,157604,161099,164041,167000,168731,170048,170898,172803,174141,175098,175948,176781,177680,178427,179087,179696,180298,181771,183331,184887,186367,187701,188981,190246,191334,192065,192369,192640,192619,192424,192281,192319,192734,193290,193856,194224,194262,194275,193961,193392,192689,191910,191147,190353,189395,188057,186230,183747,180812,177616,174464,171563
TUN,788,Tunisia,698319,715424,733130,751467,770848,791539,805973,821086,837287,855010,874445,896486,920052,944015,967175,988950,1012660,1035773,1058935,1083183,1109090,1137174,1168030,1200685,1233552,1265386,1295772,1323821,1349517,1372834,1393561,1409695,1422791,1433664,1443438,1452860,1465721,1478473,1490593,1501321,1510072,1518445,1525279,1530072,1533720,1536083,1536194,1536265,1536432,1537073,1538561,1543591,1548772,1553597,1557171,1558730,1558468,1556183,1552079,1546385,1539386,1528749,1516111,1501894,1486660,1470865
TUR,792,Turkey,5773460,5908576,6054502,6205312,6355802,6503562,6647627,6795612,6946990,7102307,7262854,7450748,7642827,7837810,8036125,8237584,8418919,8608449,8804437,9004305,9206846,9412016,9617011,9823269,10032601,10244782,10455389,10665700,10872434,11071480,11259996,11429319,11594899,11752474,11897731,12029849,12157057,12268660,12374847,12487686,12611886,12751251,12896320,13035400,13142080,13220539,13275599,13309754,13323688,13316658,13289233,13265269,13215658,13145847,13064977,12978663,12887122,12791080,12690116,12581241,12462616,12464019,12459447,12450040,12438369,12426169
TKM,795,Turkmenistan,305085,313223,321432,330082,339693,350496,360712,372222,385074,399157,412481,426183,440912,456297,471679,486558,499742,512152,524830,539257,556179,574547,595786,618479,640867,661970,681099,699416,716832,733046,747865,762391,773694,783272,793257,804688,814123,826222,839869,853326,865833,879632,892329,904278,916398,929016,940648,952876,965031,975977,985110,992906,998877,1003332,1006857,1009735,1011902,1013181,1013506,1012751,1010829,1015064,1018505,1020959,1022099,1021712
TCA,796,Turks and Caicos Islands,527,538,559,585,611,632,649,662,673,689,713,764,829,903,983,1064,1136,1211,1292,1383,1486,1629,1792,1968,2144,2314,2442,2560,2681,2829,3014,3259,3552,3872,4189,4479,4680,4843,4978,5095,5202,5283,5350,5407,5454,5491,5515,5526,5532,5538,5546,5548,5554,5562,5570,5578,5581,5587,5595,5604,5616,5621,5628,5636,5651,5671
TUV,798,Tuvalu,885,893,897,898,904,917,928,946,970,995,1035,1079,1123,1167,1211,1254,1293,1331,1361,1388,1409,1426,1440,1451,1459,1462,1487,1512,1536,1562,1591,1588,1584,1578,1576,1575,1582,1595,1604,1611,1615,1617,1617,1613,1610,1610,1614,1620,1629,1638,1647,1658,1670,1682,1694,1707,1724,1740,1754,1766,1773,1803,1829,1853,1872,1888
UGA,800,Uganda,1404534,1439655,1475636,1513087,1552802,1595363,1637680,1683782,1733145,1785151,1839491,1890040,1943950,2002428,2067114,2138869,2209810,2289283,2374929,2455003,2535520,2600472,2666455,2734125,2804627,2878767,2940437,3007122,3079258,3156931,3240389,3327585,3420810,3520600,3628030,3743635,3863981,3993060,4130288,4274836,4426430,4582913,4748235,4919039,5095079,5275989,5463772,5655373,5850389,6048438,6248935,6446372,6646230,6847405,7048665,7249185,7444028,7637556,7829064,8018171,8204297,8490028,8783436,9084016,9391258,9704862
UKR,804,Ukraine,8977291,9048945,9092789,9112023,9116022,9110498,9086739,9057520,9029225,9013860,9018963,9058942,9122511,9188145,9224644,9214079,9157815,9058707,8942064,8847193,8710509,8638233,8604046,8590509,8571275,8530137,8456702,8367955,8265515,8151545,8028057,7894867,7751537,7603463,7458883,7323309,7186145,7058328,6937510,6828383,6720658,6589789,6465654,6345175,6228992,6120642,6032412,5948226,5867967,5787665,5702838,5609404,5510558,5410439,5313620,5222307,5133247,5049166,4968249,4889114,4811923,4716773,4622193,4528475,4435148,4341698
ARE,784,United Arab Emirates,34495,38369,43298,49222,56039,63581,73869,85121,96780,108528,120301,132960,145653,158199,170484,182499,191549,200220,208922,218178,228386,239887,253097,268151,284765,302338,312600,324368,336919,350087,364551,384721,406738,434328,472168,522880,571900,636583,710296,784139,851671,900429,937441,966342,992766,1020936,1043059,1068391,1096351,1125217,1153571,1171211,1187832,1204424,1221909,1240470,1248054,1256205,1265086,1274391,1283776,1290844,1298100,1305928,1314513,1323811
GBR,826,United Kingdom,9050456,9061289,8990867,8913171,8844069,8792205,8756024,8729909,8716576,8716623,8729052,8743775,8767468,8798995,8836924,8879504,8918067,8963688,9009896,9049153,9077375,9096293,9106525,9104287,9084608,9045117,8990197,8917242,8836649,8762736,8703551,8643521,8598154,8565809,8541647,8521911,8494779,8470885,8447406,8420530,8386154,8307356,8211854,8115542,8018878,7925315,7844047,7762324,7685990,7622297,7573951,7532189,7504552,7490363,7487459,7494769,7512119,7540095,7576054,7616097,7657687,7663509,7662519,7657306,7651307,7646376
TZA,834,United Republic of Tanzania,2103743,2163490,2228029,2296699,2368726,2443696,2513382,2587017,2664621,2746501,2832969,2916713,3006807,3102540,3203031,3307834,3406852,3511041,3621843,3727862,3842350,3952823,4073933,4201421,4330413,4458289,4559505,4661619,4767230,4878666,4997413,5110473,5226787,5349137,5482311,5628885,5781657,5954449,6141579,6334771,6529718,6730266,6927474,7123220,7321982,7525728,7726032,7932058,8142617,8355391,8569568,8789921,9009935,9230103,9451458,9674085,9895992,10117430,10338449,10558672,10777617,11125356,11483560,11851506,12228532,12614315
USA,840,United States of America,32848737,33139691,33425352,33732146,34091588,34516715,34947527,35437856,35971977,36524593,37077410,37617435,38155403,38679654,39184399,39666770,40097375,40508793,40886653,41215970,41491748,41723333,41896754,42021608,42116268,42194105,42231110,42261266,42257431,42194336,42066964,41916154,41688463,41416348,41138466,40873233,40522028,40190513,39862292,39517916,39153092,38774454,38389476,37983802,37633457,37361033,37226355,37163287,37161969,37202438,37268729,37323556,37406938,37527149,37700864,37939934,38256142,38634626,39052900,39475229,39877557,40030157,40122656,40176402,40225799,40292543
VIR,850,United States Virgin Islands,9915,10244,10531,10754,10946,11154,11325,11547,11823,12106,12339,12498,12565,12516,12390,12240,11997,11783,11598,11413,11199,11058,10922,10772,10620,10480,10254,10070,9917,9765,9596,9464,9333,9204,9086,8980,8873,8769,8664,8562,8466,8323,8199,8088,7982,7875,7816,7761,7716,7687,7677,7700,7744,7804,7875,7955,8071,8198,8337,8487,8648,8636,8620,8605,8595,8594
URY,858,Uruguay,428958,428393,425849,422253,418801,416160,414406,414120,414780,415716,416568,417411,418411,419400,420306,421162,423213,424848,426437,428372,430760,432753,435276,438114,440971,443710,446482,449237,451690,453547,454637,454811,453877,452182,450166,448136,446946,445827,444756,443647,442436,441673,440817,440094,439597,439403,440018,440953,442028,442980,443638,444347,444766,444917,444852,444616,444523,444166,443739,443539,443747,444001,444489,445014,445260,445037
UZB,860,Uzbekistan,1681520,1735053,1787318,1839769,1895693,1957407,2017497,2084573,2158524,2238209,2317371,2402952,2491242,2580444,2667894,2751596,2829943,2904922,2979993,3061184,3152306,3239360,3337878,3442761,3547009,3647227,3760091,3868284,3973400,4077883,4182275,4283737,4382075,4478973,4575724,4673182,4776605,4879500,4980402,5079389,5175869,5263540,5352018,5437831,5517811,5590771,5657056,5718709,5772737,5815614,5845744,5873661,5885678,5886221,5880926,5872364,5861176,5844985,5823197,5794452,5758039,5777228,5793263,5804879,5810192,5807932
VUT,548,Vanuatu,11622,11929,12297,12714,13167,13649,14073,14528,15009,15512,16031,16563,17101,17641,18183,18730,19311,19913,20533,21175,21839,22526,23247,23985,24719,25429,25994,26532,27071,27666,28350,29187,30141,31171,32218,33242,34317,35398,36536,37755,38988,39886,40821,41791,42767,43720,44684,45591,46484,47397,48312,49057,49812,50592,51378,52138,52806,53444,54056,54628,55126,56125,57120,58116,59091,60012
VEN,862,Venezuela (Bolivarian Republic of),1406207,1454903,1500419,1547567,1597477,1650546,1707162,1765250,1825735,1889735,1957627,2024786,2097372,2173501,2250497,2326957,2406080,2483901,2560694,2637635,2715173,2789681,2865900,2942888,3019080,3093887,3170026,3243768,3316226,3389044,3462747,3535421,3607627,3679618,3750563,3819851,3887276,3953788,4017986,4078151,4133404,4185479,4232756,4276380,4318294,4359815,4402991,4445746,4488481,4531690,4575693,4623584,4672614,4721686,4769082,4813656,4858497,4900428,4939770,4977245,5013274,5048971,5082241,5112375,5138325,5159532
VNM,704,Viet Nam,5514501,5633949,5762322,5903139,6061550,6240531,6399219,6579449,6776831,6983973,7197105,7442611,7694211,7955192,8231504,8525536,8828150,9147452,9481238,9825749,10198249,10582003,10972323,11367539,11770037,12181608,12591954,13023851,13463342,13886358,14278792,14698177,15057443,15376185,15685471,15999746,16278688,16563232,16848476,17125175,17391623,17677299,17949024,18201189,18422529,18606113,18766435,18888924,18973393,19018787,19024427,19006072,18944259,18845207,18718541,18570917,18416878,18237627,18033618,17803788,17546428,17463909,17371539,17268741,17154520,17028881
WLF,876,Wallis and Futuna Islands,977,958,944,935,930,927,960,994,1031,1072,1115,1159,1206,1251,1291,1321,1352,1372,1387,1401,1417,1446,1487,1535,1588,1643,1678,1716,1753,1787,1816,1849,1873,1889,1898,1899,1898,1893,1888,1878,1864,1845,1829,1812,1794,1772,1750,1730,1712,1693,1675,1661,1650,1640,1631,1620,1610,1599,1589,1583,1582,1592,1609,1629,1648,1662
ESH,732,Western Sahara,13681,13117,12272,11493,11164,11469,13744,16748,20169,23533,26474,28059,29151,29921,30609,31397,32246,33302,34516,35818,37162,38283,39453,40695,42046,43532,44633,45953,47629,49813,52608,56464,60940,65758,70575,75134,78818,82157,85197,88015,90682,92748,94591,96248,97770,99184,100389,101497,102521,103456,104293,104872,105376,105813,106189,106505,106654,106756,106825,106878,106923,107586,108260,108949,109659,110386
YEM,887,Yemen,1021458,1032563,1045080,1059093,1074607,1091909,1115486,1141461,1169988,1201470,1235873,1269091,1306618,1347647,1391105,1436642,1481965,1530017,1582149,1640180,1705062,1803987,1896588,1989314,2079710,2166856,2223949,2284753,2348691,2414629,2482637,2558497,2633802,2711646,2796244,2889219,2984855,3089233,3200795,3317057,3436710,3555714,3679743,3806847,3930145,4050014,4165725,4276095,4382038,4485341,4586761,4685054,4781375,4873914,4959976,5037969,5110464,5174758,5231268,5281035,5324528,5449389,5571775,5691354,5807708,5920551
ZMB,894,Zambia,667611,684526,703208,723371,744676,766925,787818,809801,833061,858006,884876,911749,941300,972855,1005434,1038440,1066112,1093648,1121511,1150498,1180986,1202702,1226815,1253184,1281361,1311256,1340924,1372683,1406323,1441581,1478034,1505268,1533139,1562428,1594057,1628757,1670028,1714330,1761480,1811325,1863790,1922946,1985495,2050811,2117998,2185805,2256430,2326789,2397214,2468304,2540180,2609547,2680011,2751101,2822141,2892907,2964948,3036662,3108283,3180376,3253185,3360406,3470979,3584514,3700366,3818188
ZWE,716,Zimbabwe,724571,747215,772488,799813,828398,857730,884223,911530,940604,972742,1008794,1053951,1104188,1155655,1210004,1266452,1320999,1378176,1436882,1495777,1553955,1595918,1635572,1674314,1714037,1755766,1783679,1813689,1845103,1876373,1906812,1925127,1941646,1958844,1979349,2004785,2041056,2080554,2123560,2169998,2219704,2280601,2343814,2408495,2473986,2538439,2602674,2666867,2729744,2789771,2846346,2903595,2955481,3003593,3049926,3095196,3137315,3177523,3215571,3250784,3282825,3348960,3415213,3481513,3548001,3614812
